dataset_id,row_id,unit_id,role,order,relative_image_path,original_split
coco,000000281111,000000281111,train,93,train2017/000000281111.jpg,train2017
coco,000000016308,000000016308,train,94,train2017/000000016308.jpg,train2017
coco,000000132019,000000132019,train,95,train2017/000000132019.jpg,train2017
coco,000000577980,000000577980,train,96,train2017/000000577980.jpg,train2017
coco,000000329188,000000329188,train,97,train2017/000000329188.jpg,train2017
coco,000000023793,000000023793,train,98,train2017/000000023793.jpg,train2017
coco,000000468170,000000468170,train,99,train2017/000000468170.jpg,train2017
coco,000000152418,000000152418,train,100,train2017/000000152418.jpg,train2017
coco,000000240210,000000240210,train,101,train2017/000000240210.jpg,train2017
coco,000000122142,000000122142,train,102,train2017/000000122142.jpg,train2017
coco,000000417701,000000417701,train,103,train2017/000000417701.jpg,train2017
coco,000000158701,000000158701,train,104,train2017/000000158701.jpg,train2017
coco,000000508429,000000508429,train,105,train2017/000000508429.jpg,train2017
coco,000000534040,000000534040,train,106,train2017/000000534040.jpg,train2017
coco,000000252518,000000252518,train,107,train2017/000000252518.jpg,train2017
coco,000000210688,000000210688,train,108,train2017/000000210688.jpg,train2017
coco,000000013943,000000013943,train,109,train2017/000000013943.jpg,train2017
coco,000000277329,000000277329,train,110,train2017/000000277329.jpg,train2017
coco,000000013040,000000013040,train,111,train2017/000000013040.jpg,train2017
coco,000000138446,000000138446,train,112,train2017/000000138446.jpg,train2017
coco,000000297980,000000297980,train,113,train2017/000000297980.jpg,train2017
coco,000000516329,000000516329,train,114,train2017/000000516329.jpg,train2017
coco,000000489186,000000489186,train,115,train2017/000000489186.jpg,train2017
coco,000000299295,000000299295,train,116,train2017/000000299295.jpg,train2017
coco,000000496818,000000496818,train,117,train2017/000000496818.jpg,train2017
coco,000000108859,000000108859,train,118,train2017/000000108859.jpg,train2017
coco,000000223035,000000223035,train,119,train2017/000000223035.jpg,train2017
coco,000000347113,000000347113,train,120,train2017/000000347113.jpg,train2017
coco,000000429644,000000429644,train,121,train2017/000000429644.jpg,train2017
coco,000000413865,000000413865,train,122,train2017/000000413865.jpg,train2017
coco,000000256544,000000256544,train,123,train2017/000000256544.jpg,train2017
coco,000000005755,000000005755,train,124,train2017/000000005755.jpg,train2017
coco,000000138585,000000138585,train,125,train2017/000000138585.jpg,train2017
coco,000000345839,000000345839,train,126,train2017/000000345839.jpg,train2017
coco,000000553509,000000553509,train,127,train2017/000000553509.jpg,train2017
coco,000000395185,000000395185,train,128,train2017/000000395185.jpg,train2017
coco,000000194372,000000194372,train,129,train2017/000000194372.jpg,train2017
coco,000000315278,000000315278,train,130,train2017/000000315278.jpg,train2017
coco,000000197713,000000197713,train,131,train2017/000000197713.jpg,train2017
coco,000000336250,000000336250,train,132,train2017/000000336250.jpg,train2017
coco,000000450105,000000450105,train,133,train2017/000000450105.jpg,train2017
coco,000000007934,000000007934,train,134,train2017/000000007934.jpg,train2017
coco,000000115146,000000115146,train,135,train2017/000000115146.jpg,train2017
coco,000000178421,000000178421,train,136,train2017/000000178421.jpg,train2017
coco,000000370505,000000370505,train,137,train2017/000000370505.jpg,train2017
coco,000000183620,000000183620,train,138,train2017/000000183620.jpg,train2017
coco,000000505035,000000505035,train,139,train2017/000000505035.jpg,train2017
coco,000000460126,000000460126,train,140,train2017/000000460126.jpg,train2017
coco,000000405194,000000405194,train,141,train2017/000000405194.jpg,train2017
coco,000000440269,000000440269,train,142,train2017/000000440269.jpg,train2017
coco,000000183151,000000183151,train,143,train2017/000000183151.jpg,train2017
coco,000000334758,000000334758,train,144,train2017/000000334758.jpg,train2017
coco,000000476406,000000476406,train,145,train2017/000000476406.jpg,train2017
coco,000000275758,000000275758,train,146,train2017/000000275758.jpg,train2017
coco,000000089485,000000089485,train,147,train2017/000000089485.jpg,train2017
coco,000000051119,000000051119,train,148,train2017/000000051119.jpg,train2017
coco,000000366204,000000366204,train,149,train2017/000000366204.jpg,train2017
coco,000000511789,000000511789,train,150,train2017/000000511789.jpg,train2017
coco,000000021404,000000021404,train,151,train2017/000000021404.jpg,train2017
coco,000000362553,000000362553,train,152,train2017/000000362553.jpg,train2017
coco,000000217136,000000217136,train,153,train2017/000000217136.jpg,train2017
coco,000000359984,000000359984,train,154,train2017/000000359984.jpg,train2017
coco,000000546067,000000546067,train,155,train2017/000000546067.jpg,train2017
coco,000000343853,000000343853,train,156,train2017/000000343853.jpg,train2017
coco,000000201114,000000201114,train,157,train2017/000000201114.jpg,train2017
coco,000000381213,000000381213,train,158,train2017/000000381213.jpg,train2017
coco,000000525884,000000525884,train,159,train2017/000000525884.jpg,train2017
coco,000000006352,000000006352,train,160,train2017/000000006352.jpg,train2017
coco,000000023134,000000023134,train,161,train2017/000000023134.jpg,train2017
coco,000000338091,000000338091,train,162,train2017/000000338091.jpg,train2017
coco,000000526521,000000526521,train,163,train2017/000000526521.jpg,train2017
coco,000000510150,000000510150,train,164,train2017/000000510150.jpg,train2017
coco,000000164951,000000164951,train,165,train2017/000000164951.jpg,train2017
coco,000000258174,000000258174,train,166,train2017/000000258174.jpg,train2017
coco,000000237560,000000237560,train,167,train2017/000000237560.jpg,train2017
coco,000000034063,000000034063,train,168,train2017/000000034063.jpg,train2017
coco,000000561629,000000561629,train,169,train2017/000000561629.jpg,train2017
coco,000000027942,000000027942,train,170,train2017/000000027942.jpg,train2017
coco,000000464854,000000464854,train,171,train2017/000000464854.jpg,train2017
coco,000000023158,000000023158,train,172,train2017/000000023158.jpg,train2017
coco,000000209930,000000209930,train,173,train2017/000000209930.jpg,train2017
coco,000000523037,000000523037,train,174,train2017/000000523037.jpg,train2017
coco,000000000502,000000000502,train,175,train2017/000000000502.jpg,train2017
coco,000000012460,000000012460,train,176,train2017/000000012460.jpg,train2017
coco,000000431566,000000431566,train,177,train2017/000000431566.jpg,train2017
coco,000000341981,000000341981,train,178,train2017/000000341981.jpg,train2017
coco,000000545002,000000545002,train,179,train2017/000000545002.jpg,train2017
coco,000000162558,000000162558,train,180,train2017/000000162558.jpg,train2017
coco,000000043345,000000043345,train,181,train2017/000000043345.jpg,train2017
coco,000000030423,000000030423,train,182,train2017/000000030423.jpg,train2017
coco,000000043697,000000043697,train,183,train2017/000000043697.jpg,train2017
coco,000000497392,000000497392,train,184,train2017/000000497392.jpg,train2017
coco,000000506919,000000506919,train,185,train2017/000000506919.jpg,train2017
coco,000000222376,000000222376,train,186,train2017/000000222376.jpg,train2017
coco,000000312398,000000312398,train,187,train2017/000000312398.jpg,train2017
coco,000000318937,000000318937,train,188,train2017/000000318937.jpg,train2017
coco,000000566897,000000566897,train,189,train2017/000000566897.jpg,train2017
coco,000000360759,000000360759,train,190,train2017/000000360759.jpg,train2017
coco,000000284448,000000284448,train,191,train2017/000000284448.jpg,train2017
coco,000000255784,000000255784,train,192,train2017/000000255784.jpg,train2017
coco,000000059157,000000059157,train,193,train2017/000000059157.jpg,train2017
coco,000000419080,000000419080,train,194,train2017/000000419080.jpg,train2017
coco,000000070602,000000070602,train,195,train2017/000000070602.jpg,train2017
coco,000000028171,000000028171,train,196,train2017/000000028171.jpg,train2017
coco,000000291499,000000291499,train,197,train2017/000000291499.jpg,train2017
coco,000000081065,000000081065,train,198,train2017/000000081065.jpg,train2017
coco,000000203754,000000203754,train,199,train2017/000000203754.jpg,train2017
coco,000000497160,000000497160,train,200,train2017/000000497160.jpg,train2017
coco,000000228179,000000228179,train,201,train2017/000000228179.jpg,train2017
coco,000000319611,000000319611,train,202,train2017/000000319611.jpg,train2017
coco,000000064121,000000064121,train,203,train2017/000000064121.jpg,train2017
coco,000000140736,000000140736,train,204,train2017/000000140736.jpg,train2017
coco,000000381251,000000381251,train,205,train2017/000000381251.jpg,train2017
coco,000000402331,000000402331,train,206,train2017/000000402331.jpg,train2017
coco,000000463953,000000463953,train,207,train2017/000000463953.jpg,train2017
coco,000000567518,000000567518,train,208,train2017/000000567518.jpg,train2017
coco,000000481325,000000481325,train,209,train2017/000000481325.jpg,train2017
coco,000000263346,000000263346,train,210,train2017/000000263346.jpg,train2017
coco,000000437302,000000437302,train,211,train2017/000000437302.jpg,train2017
coco,000000523244,000000523244,train,212,train2017/000000523244.jpg,train2017
coco,000000327892,000000327892,train,213,train2017/000000327892.jpg,train2017
coco,000000341710,000000341710,train,214,train2017/000000341710.jpg,train2017
coco,000000352065,000000352065,train,215,train2017/000000352065.jpg,train2017
coco,000000274800,000000274800,train,216,train2017/000000274800.jpg,train2017
coco,000000454712,000000454712,train,217,train2017/000000454712.jpg,train2017
coco,000000381400,000000381400,train,218,train2017/000000381400.jpg,train2017
coco,000000225393,000000225393,train,219,train2017/000000225393.jpg,train2017
coco,000000446332,000000446332,train,220,train2017/000000446332.jpg,train2017
coco,000000275450,000000275450,train,221,train2017/000000275450.jpg,train2017
coco,000000180767,000000180767,train,222,train2017/000000180767.jpg,train2017
coco,000000508311,000000508311,train,223,train2017/000000508311.jpg,train2017
coco,000000068176,000000068176,train,224,train2017/000000068176.jpg,train2017
coco,000000183031,000000183031,train,225,train2017/000000183031.jpg,train2017
coco,000000110027,000000110027,train,226,train2017/000000110027.jpg,train2017
coco,000000200494,000000200494,train,227,train2017/000000200494.jpg,train2017
coco,000000056240,000000056240,train,228,train2017/000000056240.jpg,train2017
coco,000000573553,000000573553,train,229,train2017/000000573553.jpg,train2017
coco,000000125071,000000125071,train,230,train2017/000000125071.jpg,train2017
coco,000000286153,000000286153,train,231,train2017/000000286153.jpg,train2017
coco,000000412487,000000412487,train,232,train2017/000000412487.jpg,train2017
coco,000000561591,000000561591,train,233,train2017/000000561591.jpg,train2017
coco,000000479563,000000479563,train,234,train2017/000000479563.jpg,train2017
coco,000000454647,000000454647,train,235,train2017/000000454647.jpg,train2017
coco,000000431363,000000431363,train,236,train2017/000000431363.jpg,train2017
coco,000000139397,000000139397,train,237,train2017/000000139397.jpg,train2017
coco,000000275496,000000275496,train,238,train2017/000000275496.jpg,train2017
coco,000000070943,000000070943,train,239,train2017/000000070943.jpg,train2017
coco,000000493500,000000493500,train,240,train2017/000000493500.jpg,train2017
coco,000000427494,000000427494,train,241,train2017/000000427494.jpg,train2017
coco,000000410972,000000410972,train,242,train2017/000000410972.jpg,train2017
coco,000000296169,000000296169,train,243,train2017/000000296169.jpg,train2017
coco,000000563261,000000563261,train,244,train2017/000000563261.jpg,train2017
coco,000000524956,000000524956,train,245,train2017/000000524956.jpg,train2017
coco,000000375409,000000375409,train,246,train2017/000000375409.jpg,train2017
coco,000000062474,000000062474,train,247,train2017/000000062474.jpg,train2017
coco,000000141581,000000141581,train,248,train2017/000000141581.jpg,train2017
coco,000000226097,000000226097,train,249,train2017/000000226097.jpg,train2017
coco,000000169995,000000169995,train,250,train2017/000000169995.jpg,train2017
coco,000000492870,000000492870,train,251,train2017/000000492870.jpg,train2017
coco,000000024947,000000024947,train,252,train2017/000000024947.jpg,train2017
coco,000000079113,000000079113,train,253,train2017/000000079113.jpg,train2017
coco,000000043098,000000043098,train,254,train2017/000000043098.jpg,train2017
coco,000000517936,000000517936,train,255,train2017/000000517936.jpg,train2017
coco,000000246084,000000246084,train,256,train2017/000000246084.jpg,train2017
coco,000000328862,000000328862,train,257,train2017/000000328862.jpg,train2017
coco,000000033091,000000033091,train,258,train2017/000000033091.jpg,train2017
coco,000000168643,000000168643,train,259,train2017/000000168643.jpg,train2017
coco,000000323460,000000323460,train,260,train2017/000000323460.jpg,train2017
coco,000000403746,000000403746,train,261,train2017/000000403746.jpg,train2017
coco,000000216510,000000216510,train,262,train2017/000000216510.jpg,train2017
coco,000000314681,000000314681,train,263,train2017/000000314681.jpg,train2017
coco,000000003493,000000003493,train,264,train2017/000000003493.jpg,train2017
coco,000000461786,000000461786,train,265,train2017/000000461786.jpg,train2017
coco,000000323737,000000323737,train,266,train2017/000000323737.jpg,train2017
coco,000000221241,000000221241,train,267,train2017/000000221241.jpg,train2017
coco,000000237425,000000237425,train,268,train2017/000000237425.jpg,train2017
coco,000000092093,000000092093,train,269,train2017/000000092093.jpg,train2017
coco,000000062160,000000062160,train,270,train2017/000000062160.jpg,train2017
coco,000000558567,000000558567,train,271,train2017/000000558567.jpg,train2017
coco,000000205047,000000205047,train,272,train2017/000000205047.jpg,train2017
coco,000000160456,000000160456,train,273,train2017/000000160456.jpg,train2017
coco,000000009999,000000009999,train,274,train2017/000000009999.jpg,train2017
coco,000000150258,000000150258,train,275,train2017/000000150258.jpg,train2017
coco,000000280260,000000280260,train,276,train2017/000000280260.jpg,train2017
coco,000000011702,000000011702,train,277,train2017/000000011702.jpg,train2017
coco,000000135251,000000135251,train,278,train2017/000000135251.jpg,train2017
coco,000000121232,000000121232,train,279,train2017/000000121232.jpg,train2017
coco,000000308568,000000308568,train,280,train2017/000000308568.jpg,train2017
coco,000000355857,000000355857,train,281,train2017/000000355857.jpg,train2017
coco,000000466002,000000466002,train,282,train2017/000000466002.jpg,train2017
coco,000000273086,000000273086,train,283,train2017/000000273086.jpg,train2017
coco,000000515422,000000515422,train,284,train2017/000000515422.jpg,train2017
coco,000000119370,000000119370,train,285,train2017/000000119370.jpg,train2017
coco,000000318154,000000318154,train,286,train2017/000000318154.jpg,train2017
coco,000000225241,000000225241,train,287,train2017/000000225241.jpg,train2017
coco,000000570452,000000570452,train,288,train2017/000000570452.jpg,train2017
coco,000000345781,000000345781,train,289,train2017/000000345781.jpg,train2017
coco,000000206684,000000206684,train,290,train2017/000000206684.jpg,train2017
coco,000000340082,000000340082,train,291,train2017/000000340082.jpg,train2017
coco,000000249400,000000249400,train,292,train2017/000000249400.jpg,train2017
coco,000000415904,000000415904,train,293,train2017/000000415904.jpg,train2017
coco,000000006347,000000006347,train,294,train2017/000000006347.jpg,train2017
coco,000000080549,000000080549,train,295,train2017/000000080549.jpg,train2017
coco,000000468345,000000468345,train,296,train2017/000000468345.jpg,train2017
coco,000000195650,000000195650,train,297,train2017/000000195650.jpg,train2017
coco,000000255691,000000255691,train,298,train2017/000000255691.jpg,train2017
coco,000000229352,000000229352,train,299,train2017/000000229352.jpg,train2017
coco,000000368116,000000368116,train,300,train2017/000000368116.jpg,train2017
coco,000000064317,000000064317,train,301,train2017/000000064317.jpg,train2017
coco,000000352155,000000352155,train,302,train2017/000000352155.jpg,train2017
coco,000000154259,000000154259,train,303,train2017/000000154259.jpg,train2017
coco,000000473912,000000473912,train,304,train2017/000000473912.jpg,train2017
coco,000000546596,000000546596,train,305,train2017/000000546596.jpg,train2017
coco,000000569723,000000569723,train,306,train2017/000000569723.jpg,train2017
coco,000000052305,000000052305,train,307,train2017/000000052305.jpg,train2017
coco,000000445046,000000445046,train,308,train2017/000000445046.jpg,train2017
coco,000000357829,000000357829,train,309,train2017/000000357829.jpg,train2017
coco,000000488086,000000488086,train,310,train2017/000000488086.jpg,train2017
coco,000000432998,000000432998,train,311,train2017/000000432998.jpg,train2017
coco,000000028759,000000028759,train,312,train2017/000000028759.jpg,train2017
coco,000000024019,000000024019,train,313,train2017/000000024019.jpg,train2017
coco,000000445371,000000445371,train,314,train2017/000000445371.jpg,train2017
coco,000000208006,000000208006,train,315,train2017/000000208006.jpg,train2017
coco,000000063668,000000063668,train,316,train2017/000000063668.jpg,train2017
coco,000000552488,000000552488,train,317,train2017/000000552488.jpg,train2017
coco,000000547284,000000547284,train,318,train2017/000000547284.jpg,train2017
coco,000000233305,000000233305,train,319,train2017/000000233305.jpg,train2017
coco,000000039390,000000039390,train,320,train2017/000000039390.jpg,train2017
coco,000000139653,000000139653,train,321,train2017/000000139653.jpg,train2017
coco,000000025886,000000025886,train,322,train2017/000000025886.jpg,train2017
coco,000000249659,000000249659,train,323,train2017/000000249659.jpg,train2017
coco,000000404652,000000404652,train,324,train2017/000000404652.jpg,train2017
coco,000000350549,000000350549,train,325,train2017/000000350549.jpg,train2017
coco,000000171632,000000171632,train,326,train2017/000000171632.jpg,train2017
coco,000000435182,000000435182,train,327,train2017/000000435182.jpg,train2017
coco,000000008653,000000008653,train,328,train2017/000000008653.jpg,train2017
coco,000000396042,000000396042,train,329,train2017/000000396042.jpg,train2017
coco,000000070921,000000070921,train,330,train2017/000000070921.jpg,train2017
coco,000000468836,000000468836,train,331,train2017/000000468836.jpg,train2017
coco,000000013921,000000013921,train,332,train2017/000000013921.jpg,train2017
coco,000000411855,000000411855,train,333,train2017/000000411855.jpg,train2017
coco,000000100226,000000100226,train,334,train2017/000000100226.jpg,train2017
coco,000000117742,000000117742,train,335,train2017/000000117742.jpg,train2017
coco,000000552291,000000552291,train,336,train2017/000000552291.jpg,train2017
coco,000000548824,000000548824,train,337,train2017/000000548824.jpg,train2017
coco,000000384535,000000384535,train,338,train2017/000000384535.jpg,train2017
coco,000000345882,000000345882,train,339,train2017/000000345882.jpg,train2017
coco,000000251803,000000251803,train,340,train2017/000000251803.jpg,train2017
coco,000000011304,000000011304,train,341,train2017/000000011304.jpg,train2017
coco,000000334981,000000334981,train,342,train2017/000000334981.jpg,train2017
coco,000000517899,000000517899,train,343,train2017/000000517899.jpg,train2017
coco,000000467194,000000467194,train,344,train2017/000000467194.jpg,train2017
coco,000000529786,000000529786,train,345,train2017/000000529786.jpg,train2017
coco,000000354525,000000354525,train,346,train2017/000000354525.jpg,train2017
coco,000000246267,000000246267,train,347,train2017/000000246267.jpg,train2017
coco,000000398941,000000398941,train,348,train2017/000000398941.jpg,train2017
coco,000000519853,000000519853,train,349,train2017/000000519853.jpg,train2017
coco,000000536519,000000536519,train,350,train2017/000000536519.jpg,train2017
coco,000000221736,000000221736,train,351,train2017/000000221736.jpg,train2017
coco,000000232598,000000232598,train,352,train2017/000000232598.jpg,train2017
coco,000000108531,000000108531,train,353,train2017/000000108531.jpg,train2017
coco,000000254347,000000254347,train,354,train2017/000000254347.jpg,train2017
coco,000000058797,000000058797,train,355,train2017/000000058797.jpg,train2017
coco,000000531143,000000531143,train,356,train2017/000000531143.jpg,train2017
coco,000000111909,000000111909,train,357,train2017/000000111909.jpg,train2017
coco,000000052847,000000052847,train,358,train2017/000000052847.jpg,train2017
coco,000000569379,000000569379,train,359,train2017/000000569379.jpg,train2017
coco,000000518410,000000518410,train,360,train2017/000000518410.jpg,train2017
coco,000000093959,000000093959,train,361,train2017/000000093959.jpg,train2017
coco,000000472506,000000472506,train,362,train2017/000000472506.jpg,train2017
coco,000000355040,000000355040,train,363,train2017/000000355040.jpg,train2017
coco,000000271977,000000271977,train,364,train2017/000000271977.jpg,train2017
coco,000000324940,000000324940,train,365,train2017/000000324940.jpg,train2017
coco,000000442603,000000442603,train,366,train2017/000000442603.jpg,train2017
coco,000000402257,000000402257,train,367,train2017/000000402257.jpg,train2017
coco,000000009057,000000009057,train,368,train2017/000000009057.jpg,train2017
coco,000000294669,000000294669,train,369,train2017/000000294669.jpg,train2017
coco,000000384995,000000384995,train,370,train2017/000000384995.jpg,train2017
coco,000000458388,000000458388,train,371,train2017/000000458388.jpg,train2017
coco,000000525714,000000525714,train,372,train2017/000000525714.jpg,train2017
coco,000000218964,000000218964,train,373,train2017/000000218964.jpg,train2017
coco,000000258141,000000258141,train,374,train2017/000000258141.jpg,train2017
coco,000000501842,000000501842,train,375,train2017/000000501842.jpg,train2017
coco,000000329268,000000329268,train,376,train2017/000000329268.jpg,train2017
coco,000000389157,000000389157,train,377,train2017/000000389157.jpg,train2017
coco,000000462676,000000462676,train,378,train2017/000000462676.jpg,train2017
coco,000000328605,000000328605,train,379,train2017/000000328605.jpg,train2017
coco,000000456975,000000456975,train,380,train2017/000000456975.jpg,train2017
coco,000000096809,000000096809,train,381,train2017/000000096809.jpg,train2017
coco,000000125707,000000125707,train,382,train2017/000000125707.jpg,train2017
coco,000000497158,000000497158,train,383,train2017/000000497158.jpg,train2017
coco,000000430035,000000430035,train,384,train2017/000000430035.jpg,train2017
coco,000000285059,000000285059,train,385,train2017/000000285059.jpg,train2017
coco,000000572665,000000572665,train,386,train2017/000000572665.jpg,train2017
coco,000000087977,000000087977,train,387,train2017/000000087977.jpg,train2017
coco,000000061138,000000061138,train,388,train2017/000000061138.jpg,train2017
coco,000000015011,000000015011,train,389,train2017/000000015011.jpg,train2017
coco,000000405032,000000405032,train,390,train2017/000000405032.jpg,train2017
coco,000000153871,000000153871,train,391,train2017/000000153871.jpg,train2017
coco,000000392629,000000392629,train,392,train2017/000000392629.jpg,train2017
coco,000000163908,000000163908,train,393,train2017/000000163908.jpg,train2017
coco,000000343445,000000343445,train,394,train2017/000000343445.jpg,train2017
coco,000000308527,000000308527,train,395,train2017/000000308527.jpg,train2017
coco,000000261071,000000261071,train,396,train2017/000000261071.jpg,train2017
coco,000000035474,000000035474,train,397,train2017/000000035474.jpg,train2017
coco,000000475978,000000475978,train,398,train2017/000000475978.jpg,train2017
coco,000000235991,000000235991,train,399,train2017/000000235991.jpg,train2017
coco,000000245450,000000245450,train,400,train2017/000000245450.jpg,train2017
coco,000000142680,000000142680,train,401,train2017/000000142680.jpg,train2017
coco,000000354745,000000354745,train,402,train2017/000000354745.jpg,train2017
coco,000000546088,000000546088,train,403,train2017/000000546088.jpg,train2017
coco,000000331702,000000331702,train,404,train2017/000000331702.jpg,train2017
coco,000000361392,000000361392,train,405,train2017/000000361392.jpg,train2017
coco,000000340754,000000340754,train,406,train2017/000000340754.jpg,train2017
coco,000000014034,000000014034,train,407,train2017/000000014034.jpg,train2017
coco,000000372193,000000372193,train,408,train2017/000000372193.jpg,train2017
coco,000000089991,000000089991,train,409,train2017/000000089991.jpg,train2017
